sample_id,taxon,frequency
S148,Lumbriculus variegatus,12
S148,Eisenia koreana,10
S148,Erpobdella lineata,7
S148,Gammarus sp.,8
S148,Monocorophium sp.,12
S148,Baetis fuscatus,6
S148,Cloeon dipterum,11
S148,Procloeon maritimum,12
S148,Procloeon pennulatum,8
S148,Rhoenanthus coreanus,8
S148,Ephemera orientalis,12
S148,Serratella setigera,9
S148,Caenis sp.,9
S148,Psychoda sp.,10
S148,Dixidae sp.,8
S148,Ceratopogonidae sp.,6
S148,Benthalia sp.,14
S148,Chironomus flaviplumus,7
S148,Chironomus kiiensis,9
S148,Chironomus edwardsi,11
S148,Chironomus sp.,8
S148,Cladotanytarsus vanderwulpi,8
S148,Cryptochironomus sp.,8
S148,Demicryptochironomus sp.,7
S148,Dicrotendipes pelochloris,6
S148,Dicrotendipes sp.,8
S148,Glyptotendipes tokunagai,10
S148,Harnischia japonica,5
S148,Harnischiagumsanea,12
S148,Lipiniella moderata,12
S148,Microchironomus tener,9
S148,Microchironomus sp.,6
S148,Microtendipes sp.,6
S148,Parachironomus gracilior,10
S148,Parachironomus arcuatus,14
S148,Paratanytarsus inopertus,8
S148,Paratanytarsus grimmii,9
S148,Paratendipes albimanus,8
S148,Paratendipes sp.,6
S148,Polypedilum nubifer,11
S148,Polypedilum decematoguttatum,4
S148,Polypedilum masudai,9
S148,Polypedilum cultellatum,7
S148,Polypedilum nubeculosum,6
S148,Polypedilum sp.,9
S148,Tanytarsus takahashii,10
S148,Tanytarsus tamakutibasi,7
S148,Tanytarsus formosanus,8
S148,Tanytarsus sp.,7
S148,Potthastia sp.,10
S148,Thienemanniella sp.,8
S148,Brillia japonica,12
S148,Corynoneura sp.,7
S148,Cricotopus sylvestris,8
S148,Cricotopus triannulatus,10
S148,Cricotopus sp.,10
S148,Eukiefferiella sp.,8
S148,Hydrobaenus sp.,11
S148,Limnophyes tamakitanaides,8
S148,Orthocladius glabripennis,5
S148,Paratrichocladius rufiventris,9
S148,Propsilocerus akamusi,8
S148,Rheocricotopus sp.,12
S148,Ablabesmyia longistyla,11
S148,Ablabesmyia prorasha,14
S148,Hayesomyia tripunctata,10
S148,Procladius choreus,12
S148,Rheopelopia sp.,12
S148,Cladopelma edwardsi,13
S148,Cladopelma virescens,7
S148,Syrphidae sp.,4
S148,Ephydridae sp.,6
S148,Ecnomus sp.,7
S149,Anodonta woodiana,4
S149,Bothrioneurum vejdoskynum,8
S149,Limnodrilus udekimineanus,2
S149,Haplotaxis gordioides,7
S149,Chaetogaster diaphanus,10
S149,Chaetogaster limnaei,7
S149,Amphichaeta asiatica,9
S149,Haemonais waldvogeli,4
S149,Nais variabilis,10
S149,Pristina biserrata,13
S149,Pristina longiseta,5
S149,Henlea sp.,5
S149,Mesenchytreanus sp.,5
S149,Lumbriculus variegatus,7
S149,Lamprotus orientalis,7
S149,Eisenia koreana,8
S149,Erpobdella lineata,5
S149,Gnorimosphaeroma sp.,2
S149,Collembola sp.,9
S149,Baetis fuscatus,8
S149,Labiobaetis atrebatinus,7
S149,Procloeon pennulatum,7
S149,Choroterpes altioculus,7
S149,Rhoenanthus coreanus,3
S149,Ephoron shigae,11
S149,Ephemera orientalis,9
S149,Chironomus flaviplumus,7
S149,Chironomus nipponensis,6
S149,Cryptochironomus sp.,13
S149,Glyptotendipes tokunagai,4
S149,Harnischia japonica,5
S149,Harnischia sp.,7
S149,Lipiniella moderata,7
S149,Microchironomus tener,8
S149,Microtendipes sp.,7
S149,Parachironomus arcuatus,3
S149,Paratanytarsus grimmii,3
S149,Paratendipes albimanus,7
S149,Polypedilum asakawaense,3
S149,Polypedilum nubifer,12
S149,Polypedilum masudai,8
S149,Polypedilum cultellatum,7
S149,Polypedilum nubeculosum,7
S149,Stictochironomus sinsauensis,8
S149,Tanytarsus kiseogi,8
S149,Tanytarsus takahashii,12
S149,Tanytarsus tamagotoi,12
S149,Tanytarsus tamakutibasi,7
S149,Tanytarsus sp.,8
S149,Brillia japonica,8
S149,Corynoneura sp.,10
S149,Cricotopus bicinctus,9
S149,Cricotopus triannulatus,7
S149,Cricotopus sp.,10
S149,Eukiefferiella sp.,10
S149,Limnophyes tamakitanaides,7
S149,Paratrichocladius rufiventris,5
S149,Rheocricotopus sp.,9
S149,Ablabesmyia monilis,4
S149,Ablabesmyia prorasha,11
S149,Conchapelopia sp.,6
S149,Procladius choreus,7
S149,Rheopelopia sp.,5
S149,Saetheria tylus,9
S149,Cladopelma virescens,10
S149,Chironomidae sp.,6
S150,Anodonta woodiana,13
S150,Corbicula fluminea,2
S150,Musculium lacustre,5
S150,Hediste sp.,3
S150,Branchiura sowerbyi,9
S150,Bothrioneurum vejdoskynum,9
S150,Tubifex tubifex,8
S150,Limnodrilus claparedeianus,10
S150,Limnodrilus hoffmeisteri,7
S150,Chaetogaster diaphanus,8
S150,Opidonais sp.,4
S150,Amphichaeta asiatica,5
S150,Haemonais waldvogeli,6
S150,Stylaria fossularis,7
S150,Pristina biserrata,8
S150,Mesenchytreanus sp.,7
S150,Lamprotus orientalis,7
S150,Helobdella stagnalis,12
S150,Erpobdella lineata,4
S150,Cyprididae sp.,5
S150,Gammarus sp.,8
S150,Baetis fuscatus,8
S150,Choroterpes altioculus,12
S150,Rhoenanthus coreanus,14
S150,Ephoron shigae,11
S150,Caenis sp.,14
S150,Chironomus flaviplumus,10
S150,Chironomus kiiensis,1
S150,Chironomus nipponensis,10
S150,Cladotanytarsus vanderwulpi,10
S150,Demicryptochironomus sp.,5
S150,Dicrotendipes septemmaculatus,6
S150,Glyptotendipes tokunagai,9
S150,Microchironomus tener,7
S150,Microchironomus sp.,3
S150,Microtendipes sp.,5
S150,Nilothauma sp.,12
S150,Parachironomus gracilior,7
S150,Paratanytarsus sp.,11
S150,Paratendipes albimanus,7
S150,Paratendipes sp.,10
S150,Polypedilum asakawaense,6
S150,Polypedilum pedestre,12
S150,Polypedilum nubifer,10
S150,Polypedilum decematoguttatum,7
S150,Polypedilum masudai,8
S150,Polypedilum nubeculosum,6
S150,Stictochironomus sinsauensis,10
S150,Stictochironomus sp.,10
S150,Tanytarsus kiseogi,7
S150,Tanytarsus takahashii,12
S150,Tanytarsus tamagotoi,8
S150,Tanytarsus sp.,9
S150,Potthastia sp.,4
S150,Thienemanniella sp.,10
S150,Cricotopus bicinctus,6
S150,Cricotopus triannulatus,9
S150,Cricotopus sp.,11
S150,Orthocladius glabripennis,7
S150,Orthocladius sp.,6
S150,Propsilocerus akamusi,7
S150,Rheocricotopus sp.,11
S150,Ablabesmyia longistyla,5
S150,Ablabesmyia monilis,3
S150,Ablabesmyia sp.,9
S150,Conchapelopia sp.,12
S150,Procladius choreus,6
S150,Rheopelopia sp.,9
S150,Chironomidae sp.,3
S151,Corbicula fluminea,10
S151,Musculium lacustre,7
S151,Branchiura sowerbyi,3
S151,Bothrioneurum vejdoskynum,4
S151,Rhyacodrilus coccineus,7
S151,Tubifex tubifex,4
S151,Limnodrilus claparedeianus,12
S151,Haplotaxis gordioides,9
S151,Chaetogaster limnaei,6
S151,Opidonais sp.,12
S151,Amphichaeta asiatica,7
S151,Haemonais waldvogeli,5
S151,Slavina appendiculata,4
S151,Pristina biserrata,11
S151,Henlea sp.,9
S151,Lumbriculus variegatus,7
S151,Lamprotus orientalis,12
S151,Erpobdella sp.,3
S151,Cyprididae sp.,5
S151,Asellus sp.,6
S151,Collembola sp.,5
S151,Baetis fuscatus,12
S151,Cloeon dipterum,9
S151,Labiobaetis atrebatinus,10
S151,Procloeon maritimum,11
S151,Procloeon pennulatum,8
S151,Rhoenanthus coreanus,8
S151,Serratella setigera,6
S151,Caenis sp.,11
S151,Psychoda sp.,10
S151,Dixidae sp.,6
S151,Ceratopogonidae sp.,9
S151,Chironomus circumdatus,5
S151,Chironomus flaviplumus,8
S151,Chironomus nipponensis,4
S151,Cladotanytarsus vanderwulpi,10
S151,Cryptochironomus sp.,7
S151,Demicryptochironomus sp.,5
S151,Dicrotendipes pelochloris,1
S151,Harnischia japonica,8
S151,Nilothauma sp.,9
S151,Parachironomus gracilior,9
S151,Paratanytarsus sp.,4
S151,Paratendipes albimanus,4
S151,Polypedilum asakawaense,3
S151,Polypedilum nubifer,6
S151,Polypedilum masudai,9
S151,Polypedilum nubeculosum,2
S151,Stictochironomus sinsauensis,8
S151,Stictochironomus sp.,2
S151,Tanytarsus takahashii,8
S151,Tanytarsus tamagotoi,10
S151,Tanytarsus tamakutibasi,5
S151,Tanytarsus sp.,11
S151,Potthastia sp.,6
S151,Thienemanniella sp.,9
S151,Corynoneura sp.,9
S151,Cricotopus bicinctus,5
S151,Cricotopus bimaculatus,11
S151,Cricotopus sp.,7
S151,Eukiefferiella sp.,8
S151,Hydrobaenus kondoi,5
S151,Hydrobaenus sp.,10
S151,Orthocladius sp.,16
S151,Rheocricotopus sp.,9
S151,Ablabesmyia prorasha,4
S151,Ecnomus sp.,3
S152,Rhoenanthus coreanus,4
S152,Polypedilum nubifer,3
S152,Saetheria tylus,6
S153,Corbicula fluminea,10
S153,Musculium lacustre,14
S153,Hediste sp.,10
S153,Limnodrilus hoffmeisteri,12
S153,Haplotaxis gordioides,9
S153,Chaetogaster diaphanus,8
S153,Chaetogaster limnaei,10
S153,Branchiodrilus hortensis,13
S153,Amphichaeta asiatica,9
S153,Haemonais waldvogeli,8
S153,Nais variabilis,2
S153,Nais communis,8
S153,Stylaria fossularis,11
S153,Pristina biserrata,13
S153,Pristina longiseta,6
S153,Mesenchytreanus sp.,7
S153,Lumbriculus variegatus,10
S153,Eisenia koreana,2
S153,Helobdella stagnalis,10
S153,Erpobdella lineata,12
S153,Cyprididae sp.,12
S153,Gnorimosphaeroma sp.,11
S153,Asellus sp.,6
S153,Jesogammarus sp.,3
S153,Monocorophium sp.,4
S153,Collembola sp.,13
S153,Baetis fuscatus,12
S153,Cloeon dipterum,10
S153,Procloeon pennulatum,9
S153,Choroterpes altioculus,12
S153,Potamanthus formosus,6
S153,Ephoron shigae,10
S153,Serratella setigera,9
S153,Dixidae sp.,7
S153,Ceratopogonidae sp.,10
S153,Benthalia sp.,10
S153,Chironomus flaviplumus,9
S153,Chironomus kiiensis,5
S153,Chironomus nipponensis,12
S153,Chironomus sp.,9
S153,Cladotanytarsus vanderwulpi,11
S153,Glyptotendipes tokunagai,10
S153,Harnischiagumsanea,9
S153,Harnischia sp.,6
S153,Lipiniella moderata,7
S153,Microchironomus sp.,6
S153,Nilothauma sp.,10
S153,Paratanytarsus inopertus,8
S153,Paratendipes sp.,9
S153,Polypedilum asakawaense,7
S153,Polypedilum pedestre,7
S153,Polypedilum decematoguttatum,5
S153,Polypedilum masudai,7
S153,Polypedilum cultellatum,2
S153,Polypedilum nubeculosum,14
S153,Polypedilum sp.,10
S153,Stictochironomus sinsauensis,7
S153,Stictochironomus sp.,6
S153,Tanytarsus kiseogi,7
S153,Tanytarsus takahashii,5
S153,Tanytarsus tamakutibasi,8
S153,Potthastia sp.,11
S153,Corynoneura sp.,5
S153,Cricotopus bicinctus,6
S153,Cricotopus bimaculatus,8
S153,Cricotopus sylvestris,7
S153,Cricotopus triannulatus,9
S153,Hydrobaenus kondoi,6
S153,Hydrobaenus sp.,11
S153,Limnophyes tamakitanaides,8
S153,Orthocladius glabripennis,7
S153,Orthocladius sp.,8
S153,Paratrichocladius rufiventris,8
S153,Propsilocerus akamusi,5
S153,Rheocricotopus sp.,7
S153,Ablabesmyia monilis,8
S153,Ablabesmyia prorasha,7
S153,Conchapelopia sp.,6
S153,Procladius choreus,11
S153,Procladius nigriventris,1
S153,Saetheria tylus,10
S153,Cladopelma virescens,9
S153,Ecnomus sp.,6
S154,Anodonta woodiana,7
S154,Corbicula fluminea,14
S154,Musculium lacustre,9
S154,Chaetogaster diaphanus,7
S154,Amphichaeta asiatica,6
S154,Haemonais waldvogeli,8
S154,Nais variabilis,7
S154,Slavina appendiculata,3
S154,Stylaria fossularis,11
S154,Pristina biserrata,7
S154,Pristina longiseta,9
S154,Mesenchytreanus sp.,8
S154,Lumbriculus variegatus,11
S154,Lamprotus orientalis,8
S154,Eisenia koreana,9
S154,Erpobdella lineata,10
S154,Erpobdella sp.,5
S154,Gammarus sp.,6
S154,Labiobaetis atrebatinus,7
S154,Procloeon pennulatum,5
S154,Choroterpes altioculus,11
S154,Potamanthus formosus,6
S154,Rhoenanthus coreanus,7
S154,Ephoron shigae,4
S154,Ephemera orientalis,9
S154,Caenis sp.,6
S154,Dixidae sp.,10
S154,Ceratopogonidae sp.,5
S154,Chironomus circumdatus,9
S154,Chironomus flaviplumus,8
S154,Cladotanytarsus vanderwulpi,3
S154,Cryptochironomus sp.,10
S154,Demicryptochironomus sp.,12
S154,Lipiniella moderata,4
S154,Microchironomus tener,7
S154,Nilothauma sp.,7
S154,Parachironomus gracilior,6
S154,Paratendipes albimanus,7
S154,Paratendipes sp.,8
S154,Polypedilum nubifer,10
S154,Polypedilum decematoguttatum,5
S154,Stictochironomus sinsauensis,12
S154,Tanytarsus takahashii,14
S154,Tanytarsus tamakutibasi,9
S154,Tanytarsus sp.,8
S154,Cricotopus bicinctus,9
S154,Cricotopus bimaculatus,10
S154,Cricotopus sp.,4
S154,Eukiefferiella sp.,9
S154,Hydrobaenus kondoi,4
S154,Hydrobaenus sp.,8
S154,Orthocladius sp.,11
S154,Propsilocerus akamusi,9
S154,Ablabesmyia prorasha,10
S154,Ablabesmyia sp.,7
S154,Procladius choreus,9
S154,Rheopelopia sp.,9
S154,Cladopelma edwardsi,3
S154,Cladopelma virescens,5
S154,Chironomidae sp.,8
S154,Ephydridae sp.,1
S155,Anodonta woodiana,5
S155,Corbicula fluminea,9
S155,Musculium lacustre,2
S155,Haplotaxis gordioides,4
S155,Chaetogaster limnaei,6
S155,Opidonais sp.,12
S155,Amphichaeta asiatica,4
S155,Haemonais waldvogeli,3
S155,Stylaria fossularis,10
S155,Pristina biserrata,4
S155,Pristina longiseta,4
S155,Henlea sp.,6
S155,Lumbriculus variegatus,8
S155,Erpobdella lineata,5
S155,Asellus sp.,4
S155,Gammarus sp.,9
S155,Jesogammarus sp.,1
S155,Baetis fuscatus,10
S155,Procloeon pennulatum,11
S155,Potamanthus formosus,8
S155,Rhoenanthus coreanus,6
S155,Ephemera orientalis,12
S155,Serratella setigera,9
S155,Ceratopogonidae sp.,11
S155,Benthalia sp.,2
S155,Chironomus circumdatus,10
S155,Chironomus flaviplumus,13
S155,Chironomus nipponensis,8
S155,Chironomus sp.,1
S155,Cladotanytarsus vanderwulpi,6
S155,Cryptochironomus sp.,8
S155,Demicryptochironomus sp.,15
S155,Glyptotendipes tokunagai,3
S155,Harnischia sp.,6
S155,Microchironomus tener,7
S155,Nilothauma sp.,8
S155,Polypedilum nubifer,7
S155,Polypedilum decematoguttatum,5
S155,Polypedilum masudai,8
S155,Polypedilum nubeculosum,5
S155,Stictochironomus sp.,8
S155,Tanytarsus takahashii,11
S155,Tanytarsus sp.,16
S155,Potthastia sp.,10
S155,Thienemanniella sp.,11
S155,Brillia japonica,5
S155,Cricotopus bicinctus,4
S155,Cricotopus sylvestris,2
S155,Cricotopus triannulatus,9
S155,Hydrobaenus kondoi,9
S155,Hydrobaenus sp.,5
S155,Orthocladius sp.,10
S155,Propsilocerus akamusi,15
S155,Rheocricotopus sp.,8
S155,Ablabesmyia sp.,10
S155,Cladopelma virescens,4
S156,Anodonta woodiana,6
S156,Rhyacodrilus coccineus,9
S156,Limnodrilus claparedeianus,7
S156,Chaetogaster diaphanus,7
S156,Opidonais sp.,9
S156,Amphichaeta asiatica,6
S156,Stylaria fossularis,10
S156,Pristina biserrata,12
S156,Erpobdella lineata,8
S156,Collembola sp.,4
S156,Baetis fuscatus,8
S156,Choroterpes altioculus,9
S156,Potamanthus formosus,12
S156,Rhoenanthus coreanus,4
S156,Ephemera orientalis,12
S156,Caenis sp.,11
S156,Dixidae sp.,4
S156,Ceratopogonidae sp.,5
S156,Cladotanytarsus vanderwulpi,8
S156,Dicrotendipes nervosus,6
S156,Harnischia japonica,3
S156,Paratendipes albimanus,5
S156,Paratendipes sp.,10
S156,Polypedilum pedestre,14
S156,Stictochironomus sinsauensis,8
S156,Tanytarsus kiseogi,6
S156,Tanytarsus takahashii,11
S156,Tanytarsus tamagotoi,9
S156,Tanytarsus sp.,7
S156,Potthastia sp.,3
S156,Brillia japonica,6
S156,Cricotopus bimaculatus,6
S156,Eukiefferiella sp.,6
S156,Hydrobaenus kondoi,8
S156,Hydrobaenus sp.,7
S156,Ablabesmyia monilis,3
S156,Ablabesmyia prorasha,11
S156,Conchapelopia sp.,5
S156,Procladius choreus,6
S156,Procladius sp.,3
S156,Saetheria tylus,10
S156,Chironomidae sp.,13
S157,Rhyacodrilus coccineus,4
S157,Limnodrilus claparedeianus,7
S157,Pristina biserrata,7
S157,Pristina longiseta,5
S157,Gammarus sp.,2
S157,Choroterpes altioculus,10
S157,Potamanthus formosus,12
S157,Rhoenanthus coreanus,4
S157,Caenis sp.,1
S157,Dixidae sp.,2
S157,Chironomus circumdatus,8
S157,Cryptochironomus sp.,1
S157,Harnischiagumsanea,3
S157,Microchironomus tener,4
S157,Nilothauma sp.,2
S157,Parachironomus gracilior,6
S157,Polypedilum pedestre,6
S157,Polypedilum cultellatum,1
S157,Tanytarsus kiseogi,3
S157,Tanytarsus takahashii,7
S157,Thienemanniella sp.,5
S157,Cricotopus bicinctus,4
S157,Cricotopus triannulatus,1
S157,Eukiefferiella sp.,8
S157,Limnophyes tamakitanaides,1
S157,Orthocladius glabripennis,1
S157,Propsilocerus akamusi,5
S157,Ablabesmyia prorasha,4
S157,Cladopelma edwardsi,2
S157,Syrphidae sp.,2
S158,Limnodrilus claparedeianus,6
S158,Opidonais sp.,11
S158,Slavina appendiculata,3
S158,Lamprotus orientalis,6
S158,Cyprididae sp.,1
S158,Baetis fuscatus,2
S158,Procloeon maritimum,7
S158,Potamanthus formosus,6
S158,Ephoron shigae,6
S158,Chironomus edwardsi,1
S158,Cryptochironomus sp.,3
S158,Polypedilum nubifer,5
S158,Polypedilum decematoguttatum,4
S158,Polypedilum cultellatum,1
S158,Polypedilum sp.,2
S158,Stictochironomus sp.,1
S158,Tanytarsus tamagotoi,6
S158,Tanytarsus tamakutibasi,7
S158,Thienemanniella sp.,9
S158,Brillia japonica,1
S158,Cricotopus bicinctus,5
S158,Cricotopus bimaculatus,5
S158,Eukiefferiella sp.,5
S158,Hydrobaenus sp.,6
S158,Propsilocerus akamusi,7
S158,Conchapelopia sp.,1
S158,Cladopelma virescens,4
S159,Anodonta woodiana,5
S159,Corbicula fluminea,5
S159,Bothrioneurum vejdoskynum,5
S159,Rhyacodrilus coccineus,12
S159,Chaetogaster diaphanus,10
S159,Opidonais sp.,5
S159,Amphichaeta asiatica,3
S159,Stylaria fossularis,7
S159,Pristina biserrata,9
S159,Pristina longiseta,5
S159,Lamprotus orientalis,10
S159,Eisenia koreana,5
S159,Erpobdella lineata,3
S159,Gnorimosphaeroma sp.,5
S159,Baetis fuscatus,8
S159,Cloeon dipterum,2
S159,Labiobaetis atrebatinus,6
S159,Procloeon maritimum,15
S159,Choroterpes altioculus,5
S159,Potamanthus formosus,10
S159,Rhoenanthus coreanus,10
S159,Ephoron shigae,7
S159,Caenis sp.,7
S159,Benthalia sp.,6
S159,Chironomus circumdatus,9
S159,Chironomus flaviplumus,5
S159,Chironomus nipponensis,3
S159,Chironomus sp.,3
S159,Cryptochironomus sp.,14
S159,Dicrotendipes sp.,4
S159,Glyptotendipes tokunagai,8
S159,Harnischia japonica,6
S159,Microtendipes sp.,4
S159,Parachironomus gracilior,7
S159,Paratanytarsus grimmii,3
S159,Paratanytarsus sp.,6
S159,Paratendipes albimanus,10
S159,Paratendipes sp.,6
S159,Polypedilum pedestre,10
S159,Polypedilum decematoguttatum,2
S159,Stictochironomus sinsauensis,10
S159,Tanytarsus kiseogi,15
S159,Tanytarsus tamagotoi,12
S159,Thienemanniella sp.,11
S159,Cricotopus bicinctus,5
S159,Cricotopus sylvestris,2
S159,Eukiefferiella sp.,9
S159,Hydrobaenus kondoi,6
S159,Orthocladius sp.,9
S159,Propsilocerus akamusi,8
S159,Rheocricotopus sp.,6
S159,Ablabesmyia monilis,13
S159,Conchapelopia sp.,6
S159,Procladius choreus,7
S159,Procladius sp.,7
S159,Saetheria tylus,6
S159,Cladopelma edwardsi,2
S159,Cladopelma virescens,6
S159,Chironomidae sp.,13
S160,Corbicula fluminea,7
S160,Hediste sp.,4
S160,Tubifex tubifex,12
S160,Limnodrilus claparedeianus,8
S160,Limnodrilus hoffmeisteri,12
S160,Limnodrilus udekimineanus,8
S160,Haplotaxis gordioides,9
S160,Chaetogaster diaphanus,8
S160,Chaetogaster limnaei,11
S160,Branchiodrilus hortensis,6
S160,Opidonais sp.,12
S160,Haemonais waldvogeli,11
S160,Nais variabilis,5
S160,Nais communis,6
S160,Pristina biserrata,6
S160,Mesenchytreanus sp.,6
S160,Lamprotus orientalis,13
S160,Helobdella stagnalis,9
S160,Gnorimosphaeroma sp.,8
S160,Gammarus sp.,11
S160,Cloeon dipterum,13
S160,Labiobaetis atrebatinus,13
S160,Procloeon maritimum,9
S160,Procloeon pennulatum,5
S160,Choroterpes altioculus,7
S160,Potamanthus formosus,6
S160,Ephoron shigae,7
S160,Ephemera orientalis,11
S160,Serratella setigera,10
S160,Caenis sp.,8
S160,Psychoda sp.,11
S160,Dixidae sp.,8
S160,Ceratopogonidae sp.,8
S160,Benthalia sp.,5
S160,Chironomus kiiensis,4
S160,Chironomus nipponensis,4
S160,Cryptochironomus sp.,6
S160,Demicryptochironomus sp.,6
S160,Dicrotendipes septemmaculatus,9
S160,Harnischiagumsanea,7
S160,Microchironomus sp.,5
S160,Nilothauma sp.,11
S160,Parachironomus arcuatus,8
S160,Paratendipes sp.,8
S160,Polypedilum pedestre,12
S160,Polypedilum decematoguttatum,14
S160,Polypedilum masudai,13
S160,Polypedilum cultellatum,9
S160,Polypedilum nubeculosum,8
S160,Stictochironomus sinsauensis,9
S160,Tanytarsus takahashii,5
S160,Tanytarsus tamagotoi,11
S160,Tanytarsus tamakutibasi,4
S160,Potthastia sp.,5
S160,Brillia japonica,8
S160,Cricotopus bicinctus,9
S160,Cricotopus sylvestris,5
S160,Cricotopus triannulatus,6
S160,Cricotopus sp.,12
S160,Eukiefferiella sp.,8
S160,Limnophyes tamakitanaides,7
S160,Propsilocerus akamusi,7
S160,Rheocricotopus sp.,12
S160,Ablabesmyia monilis,7
S160,Ablabesmyia prorasha,11
S160,Ablabesmyia sp.,11
S160,Hayesomyia tripunctata,3
S160,Procladius choreus,10
S160,Procladius sp.,9
S160,Rheopelopia sp.,8
S160,Saetheria tylus,7
S160,Cladopelma edwardsi,7
S160,Cladopelma virescens,7
S160,Chironomidae sp.,3
S161,Corbicula fluminea,9
S161,Musculium lacustre,4
S161,Limnodrilus hoffmeisteri,1
S161,Chaetogaster diaphanus,5
S161,Chaetogaster limnaei,10
S161,Nais communis,1
S161,Stylaria fossularis,3
S161,Lamprotus orientalis,5
S161,Ephemera orientalis,6
S161,Chironomus circumdatus,8
S161,Chironomus kiiensis,2
S161,Dicrotendipes septemmaculatus,4
S161,Polypedilum nubifer,7
S161,Tanytarsus kiseogi,9
S161,Tanytarsus sp.,5
S161,Thienemanniella sp.,5
S161,Cricotopus bicinctus,4
S161,Cricotopus bimaculatus,7
S161,Ablabesmyia prorasha,5
S162,Anodonta woodiana,8
S162,Corbicula fluminea,5
S162,Musculium lacustre,5
S162,Limnodrilus claparedeianus,11
S162,Limnodrilus hoffmeisteri,7
S162,Haplotaxis gordioides,10
S162,Branchiodrilus hortensis,7
S162,Haemonais waldvogeli,8
S162,Nais variabilis,1
S162,Pristina biserrata,10
S162,Pristina longiseta,9
S162,Mesenchytreanus sp.,4
S162,Eisenia koreana,8
S162,Gnorimosphaeroma sp.,8
S162,Monocorophium sp.,6
S162,Labiobaetis atrebatinus,6
S162,Procloeon pennulatum,10
S162,Rhoenanthus coreanus,13
S162,Ephoron shigae,7
S162,Caenis sp.,18
S162,Ceratopogonidae sp.,7
S162,Chironomus circumdatus,8
S162,Chironomus flaviplumus,8
S162,Chironomus kiiensis,4
S162,Chironomus sp.,8
S162,Cladotanytarsus vanderwulpi,12
S162,Dicrotendipes pelochloris,5
S162,Glyptotendipes tokunagai,7
S162,Harnischiagumsanea,6
S162,Harnischia sp.,7
S162,Lipiniella moderata,8
S162,Microchironomus tener,9
S162,Nilothauma sp.,10
S162,Paratanytarsus inopertus,5
S162,Paratanytarsus grimmii,2
S162,Polypedilum nubifer,8
S162,Polypedilum masudai,6
S162,Polypedilum cultellatum,7
S162,Polypedilum nubeculosum,6
S162,Polypedilum sp.,6
S162,Stictochironomus sinsauensis,12
S162,Stictochironomus sp.,6
S162,Tanytarsus kiseogi,8
S162,Tanytarsus tamagotoi,5
S162,Tanytarsus tamakutibasi,11
S162,Tanytarsus sp.,7
S162,Potthastia sp.,15
S162,Thienemanniella sp.,10
S162,Corynoneura sp.,9
S162,Cricotopus bicinctus,11
S162,Cricotopus bimaculatus,9
S162,Cricotopus sp.,11
S162,Hydrobaenus sp.,16
S162,Limnophyes tamakitanaides,9
S162,Orthocladius glabripennis,6
S162,Orthocladius sp.,10
S162,Paratrichocladius rufiventris,10
S162,Propsilocerus akamusi,8
S162,Ablabesmyia monilis,5
S162,Ablabesmyia prorasha,8
S162,Conchapelopia sp.,8
S162,Procladius sp.,10
S162,Saetheria tylus,6
S162,Cladopelma edwardsi,5
S162,Cladopelma virescens,9
S162,Syrphidae sp.,6
S163,Anodonta woodiana,10
S163,Corbicula fluminea,7
S163,Musculium lacustre,6
S163,Bothrioneurum vejdoskynum,8
S163,Rhyacodrilus coccineus,7
S163,Limnodrilus claparedeianus,7
S163,Haplotaxis gordioides,6
S163,Chaetogaster limnaei,7
S163,Amphichaeta asiatica,2
S163,Stylaria fossularis,5
S163,Pristina biserrata,9
S163,Mesenchytreanus sp.,5
S163,Lumbriculus variegatus,5
S163,Lamprotus orientalis,10
S163,Eisenia koreana,8
S163,Erpobdella lineata,6
S163,Gnorimosphaeroma sp.,5
S163,Collembola sp.,4
S163,Baetis fuscatus,6
S163,Labiobaetis atrebatinus,1
S163,Procloeon maritimum,4
S163,Procloeon pennulatum,6
S163,Rhoenanthus coreanus,9
S163,Ephemera orientalis,10
S163,Caenis sp.,9
S163,Psychoda sp.,6
S163,Dixidae sp.,4
S163,Cladotanytarsus vanderwulpi,4
S163,Cryptochironomus sp.,4
S163,Demicryptochironomus sp.,11
S163,Dicrotendipes nervosus,6
S163,Dicrotendipes septemmaculatus,1
S163,Glyptotendipes tokunagai,4
S163,Microchironomus tener,9
S163,Microchironomus sp.,1
S163,Microtendipes sp.,5
S163,Paratanytarsus inopertus,1
S163,Paratendipes albimanus,8
S163,Polypedilum nubifer,8
S163,Polypedilum masudai,6
S163,Polypedilum sp.,2
S163,Tanytarsus kiseogi,11
S163,Tanytarsus takahashii,12
S163,Corynoneura sp.,8
S163,Cricotopus bicinctus,11
S163,Cricotopus triannulatus,12
S163,Eukiefferiella sp.,13
S163,Hydrobaenus sp.,3
S163,Propsilocerus akamusi,4
S163,Rheocricotopus sp.,10
S163,Ablabesmyia prorasha,15
S163,Ablabesmyia sp.,5
S163,Procladius sp.,2
S163,Saetheria tylus,7
S163,Chironomidae sp.,5
S164,Anodonta woodiana,7
S164,Rhyacodrilus coccineus,12
S164,Limnodrilus claparedeianus,5
S164,Haplotaxis gordioides,3
S164,Branchiodrilus hortensis,3
S164,Amphichaeta asiatica,6
S164,Stylaria fossularis,5
S164,Pristina biserrata,16
S164,Lumbriculus variegatus,12
S164,Eisenia koreana,6
S164,Collembola sp.,5
S164,Procloeon pennulatum,7
