sample_id,Ablabesmyia longistyla,Ablabesmyia monilis,Ablabesmyia prorasha,Ablabesmyia sp.,Amphichaeta asiatica,Anodonta woodiana,Asellus sp.,Baetis fuscatus,Benthalia sp.,Bothrioneurum vejdoskynum,Branchiodrilus hortensis,Branchiura sowerbyi,Brillia japonica,Caenis sp.,Ceratopogonidae sp.,Chaetogaster diaphanus,Chaetogaster limnaei,Chironomidae sp.,Chironomus circumdatus,Chironomus edwardsi,Chironomus flaviplumus,Chironomus kiiensis,Chironomus nipponensis,Chironomus sp.,Choroterpes altioculus,Cladopelma edwardsi,Cladopelma virescens,Cladotanytarsus vanderwulpi,Cloeon dipterum,Collembola sp.,Conchapelopia sp.,Corbicula fluminea,Corynoneura sp.,Cricotopus bicinctus,Cricotopus bimaculatus,Cricotopus sp.,Cricotopus sylvestris,Cricotopus triannulatus,Cryptochironomus sp.,Cyathura higoensis,Cyprididae sp.,Demicryptochironomus sp.,Dicrotendipes nervosus,Dicrotendipes pelochloris,Dicrotendipes septemmaculatus,Dicrotendipes sp.,Dixidae sp.,Ecnomus sp.,Eisenia koreana,Ephemera orientalis,Ephoron shigae,Ephydridae sp.,Erpobdella lineata,Erpobdella sp.,Eukiefferiella sp.,Gammarus sp.,Glyptotendipes tokunagai,Gnorimosphaeroma sp.,Haemonais waldvogeli,Haplotaxis gordioides,Harnischia japonica,Harnischia sp.,Harnischiagumsanea,Hayesomyia tripunctata,Hediste sp.,Helobdella stagnalis,Henlea sp.,Hydrobaenus kondoi,Hydrobaenus sp.,Jesogammarus sp.,Labiobaetis atrebatinus,Lamprotus orientalis,Limnodrilus claparedeianus,Limnodrilus hoffmeisteri,Limnodrilus udekimineanus,Limnophyes tamakitanaides,Lipiniella moderata,Lumbriculus variegatus,Mesenchytreanus sp.,Microchironomus sp.,Microchironomus tener,Microtendipes sp.,Monocorophium sp.,Musculium lacustre,Nais communis,Nais variabilis,Nilothauma sp.,Opidonais sp.,Orthocladius glabripennis,Orthocladius sp.,Parachironomus arcuatus,Parachironomus gracilior,Paratanytarsus grimmii,Paratanytarsus inopertus,Paratanytarsus sp.,Paratendipes albimanus,Paratendipes sp.,Paratrichocladius rufiventris,Polypedilum asakawaense,Polypedilum cultellatum,Polypedilum decematoguttatum,Polypedilum masudai,Polypedilum nubeculosum,Polypedilum nubifer,Polypedilum pedestre,Polypedilum sp.,Potamanthus formosus,Potthastia sp.,Pristina biserrata,Pristina longiseta,Procladius choreus,Procladius nigriventris,Procladius sp.,Procloeon maritimum,Procloeon pennulatum,Propsilocerus akamusi,Psychoda sp.,Rheocricotopus sp.,Rheopelopia sp.,Rhoenanthus coreanus,Rhyacodrilus coccineus,Saetheria tylus,Serratella setigera,Slavina appendiculata,Stictochironomus sinsauensis,Stictochironomus sp.,Stylaria fossularis,Syrphidae sp.,Tanypus punctipennis,Tanytarsus formosanus,Tanytarsus kiseogi,Tanytarsus sp.,Tanytarsus takahashii,Tanytarsus tamagotoi,Tanytarsus tamakutibasi,Thienemanniella sp.,Tubifex tubifex
S085,0,0,7,0,8,0,4,0,0,5,0,6,4,9,0,5,6,1,0,0,7,0,8,3,0,3,0,6,6,6,4,0,9,11,7,0,7,10,8,0,0,0,8,0,0,0,7,0,3,7,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,4,0,0,8,0,0,0,11,8,5,0,0,0,0,0,0,2,0,9,0,3,5,8,7,3,0,9,0,0,4,8,0,0,0,9,0,0,0,0,6,0,0,0,17,0,0,0,5,9,10,9,0,11,0,6,0,0,0,0,0,6,14,0,0,0,9,0,8,0,6,0,4
S086,0,8,0,6,0,9,1,9,6,7,0,6,7,0,7,0,10,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,7,0,0,0,7,0,0,0,0,0,10,0,4,3,10,4,0,0,9,0,0,7,0,0,0,0,7,0,0,0,0,0,7,4,3,0,0,0,0,0,10,8,0,6,8,0,0,10,0,5,0,7,4,0,0,0,0,0,0,11,4,9,11,7
S087,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,1,0,2,2,3,1,7,3,7,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,6,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,5,3,0,0,6,8,4,0,2,0,7,0,0,10,0,8,10,0,0,0,0,0,0,0,0,0,4,0,11,0,4,0,0
S088,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,1,0
S089,0,9,5,5,0,3,0,0,0,0,1,0,3,10,5,4,0,0,7,0,0,0,10,0,0,1,0,0,0,4,0,8,0,2,9,6,0,11,0,0,0,9,0,0,0,0,8,0,6,8,0,0,10,0,8,11,0,0,0,9,0,0,0,0,0,0,0,6,5,0,0,0,3,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,13,0,10,0,0,6,7,10,0,0,0,0,0,0,0,4,2,9,0,0,5,0,0,0,0,0,13,8,6,0,6,4,10,0,0,0,0,0,0,0,0,6,0,10,8,0,0,0
S090,7,9,0,0,0,7,12,13,0,0,5,8,0,3,4,0,7,0,4,0,8,0,8,0,0,7,4,8,0,0,9,0,7,5,10,12,0,0,0,1,2,6,0,0,0,0,0,0,0,6,11,0,9,0,3,6,0,0,8,6,7,0,0,0,0,9,7,9,0,0,6,5,4,10,0,10,14,10,0,0,0,10,0,0,0,4,10,11,0,0,0,10,0,7,4,8,0,0,0,0,0,0,10,0,7,0,9,6,0,11,4,0,6,0,11,9,5,9,0,7,8,0,11,7,7,0,15,10,4,0,7,0,0,7,11,12,0
S091,0,0,9,0,7,0,0,9,8,0,0,0,7,0,7,15,0,8,13,0,7,0,6,0,14,3,12,8,8,6,8,0,9,0,0,0,0,0,8,0,0,7,0,0,4,4,0,0,0,0,6,0,0,0,0,8,0,0,7,0,4,5,0,0,0,3,6,0,8,0,10,5,18,0,0,3,0,0,0,0,9,9,0,7,0,7,6,0,0,6,0,0,0,0,0,12,7,1,0,12,0,6,0,0,7,0,8,0,0,0,12,0,6,0,0,0,0,5,0,12,0,0,3,0,0,4,5,0,0,0,10,6,13,9,8,8,8
S092,4,8,6,9,9,0,0,0,5,9,0,13,11,5,6,11,0,10,7,0,4,0,9,8,0,4,0,0,12,0,0,8,7,11,4,0,6,5,11,0,7,16,0,0,14,0,14,0,8,0,0,0,0,4,0,10,12,11,8,11,19,9,0,0,11,0,0,7,6,0,0,9,0,0,0,0,0,6,4,5,0,0,4,0,9,3,7,8,8,12,0,0,7,0,15,0,9,10,0,0,0,8,6,0,10,9,0,0,0,9,12,1,14,12,8,9,0,0,4,8,5,0,0,9,10,9,9,0,4,0,13,0,0,0,9,12,8
S093,0,0,4,0,0,0,4,8,0,0,0,0,0,0,0,0,7,4,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,12,0,0,0,7,5,0,0,0,4,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,8,0,5,0,0,7,0
S094,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,2,0,8,0,4,0,0,0,0,7,0,2,3,4,0,0,8,1,0,9,0,0,0,0,8,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,8,3,0,0,0,0,0,13,0,0,0,4,0,8,9,6,0,0,0,0,0,0,0,0,0,1,7,0,11,5,1
S095,1,7,0,0,0,6,0,0,9,4,0,3,0,0,0,3,10,0,8,0,0,0,8,0,8,0,7,0,0,0,8,0,8,11,5,0,0,16,11,0,0,8,0,0,0,0,0,3,4,13,10,0,0,0,0,0,0,7,0,0,0,0,0,0,4,2,7,0,0,0,0,0,0,0,0,0,0,7,0,0,7,5,0,3,3,0,9,12,0,5,3,8,1,0,0,9,0,0,0,6,6,0,5,6,13,0,0,0,10,0,0,0,0,8,13,8,5,0,8,12,0,7,3,0,12,0,0,0,0,0,13,6,10,0,9,0,4
S096,0,0,10,0,0,0,4,5,0,0,0,0,0,4,0,0,8,19,13,0,1,0,0,0,10,0,0,3,0,0,0,4,10,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,6,7,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,11,11,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,7,9,0,2,0,0,0,4,3,11,11,7,14,5,13,7,12,0,2,12,0,0,0,0,3,0,16,0,0,0,4,0,7,0,0,0,0,5,8,0,3,0,3
S097,0,9,3,0,0,0,6,15,0,8,0,7,5,8,0,8,15,8,0,0,0,0,0,6,13,0,3,7,7,0,8,0,11,0,7,0,3,0,5,0,0,6,0,0,5,3,4,0,0,9,7,0,6,7,11,6,4,3,0,0,0,0,0,0,0,0,7,0,6,0,7,7,9,0,0,7,6,0,4,0,0,0,0,5,0,5,7,0,6,11,0,14,1,0,7,10,8,0,0,0,0,0,0,14,10,0,0,6,10,10,5,0,5,6,7,6,0,11,0,9,13,7,0,0,0,0,6,5,0,0,0,7,0,0,0,8,0
S098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S099,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
S100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,6,0,2,0,0,0,0,0,8,0,0,0,0,0,3,0,0,4,0,0,0,5,3,6,5,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
S102,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
S103,0,15,0,10,7,1,0,5,9,0,0,0,7,13,0,0,12,6,6,15,0,0,9,8,9,4,0,2,10,0,0,5,6,10,8,0,7,0,10,6,0,11,10,0,0,9,9,0,0,13,8,8,13,7,0,0,4,3,0,14,0,0,8,0,6,0,5,10,5,6,9,12,4,0,5,7,12,0,0,17,5,9,5,6,8,0,0,10,8,6,7,7,0,0,0,0,17,13,0,8,11,0,12,12,0,0,16,0,0,12,7,6,8,8,8,8,7,7,9,10,4,0,0,10,0,8,12,0,6,6,12,9,11,8,11,8,0
S104,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,6,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
S105,0,0,11,0,5,0,2,7,0,0,0,6,4,0,0,4,0,5,2,0,0,0,0,0,0,0,9,0,3,0,5,0,4,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,9,0,2,9,0,0,0,0,0,0,0,2,0,0,8,1,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,0,0,0,8,0,13,0,0,3,6,6,0,0,0,0,4,0,0,8,0,14,4,4,0,5,0,0,3,0,0,0,0,2,0,5,0,0,0,5,5,0,0,0,0,7,7,0,0,0,11,2
S106,0,10,6,10,7,0,0,0,0,7,0,6,0,14,3,0,5,13,10,0,0,0,12,0,11,5,5,0,0,0,9,12,0,0,7,0,6,6,0,0,0,8,0,0,0,0,0,0,10,0,9,0,0,0,0,3,5,6,0,6,0,0,0,0,1,0,0,5,12,0,0,0,0,5,0,4,0,13,0,0,0,4,0,0,0,7,11,5,0,11,0,0,0,0,0,10,9,4,0,4,5,0,6,9,0,5,0,10,8,4,7,0,6,0,0,8,0,5,0,0,0,0,0,0,0,3,5,0,0,0,11,0,8,0,0,0,0
S107,0,6,10,0,0,7,0,8,0,9,0,12,7,0,7,0,8,13,0,0,0,0,5,0,10,0,11,7,0,10,9,9,8,6,12,0,11,0,5,0,0,5,0,3,0,4,6,3,0,0,0,0,3,0,11,0,9,0,7,12,0,0,0,0,3,0,3,0,12,1,9,7,5,0,0,0,0,0,0,0,7,9,0,0,0,0,6,0,8,4,8,9,0,0,1,0,0,0,7,0,0,0,0,11,5,10,7,8,10,10,11,0,0,13,0,0,0,6,0,7,8,7,12,0,0,8,9,8,0,0,5,11,9,0,8,11,0
S108,0,4,0,0,0,4,0,10,0,0,0,0,4,7,3,9,0,9,0,0,0,0,0,0,9,0,0,7,0,5,3,0,0,0,0,7,0,4,9,0,0,0,4,0,0,1,10,0,0,0,11,0,0,0,8,5,3,0,9,0,2,0,0,0,0,7,0,13,6,0,0,10,0,5,0,0,0,0,0,0,5,0,0,0,1,0,10,11,1,7,0,1,0,0,0,0,0,0,0,8,6,6,0,6,0,7,19,0,0,0,6,0,0,0,0,0,0,11,0,9,0,0,0,0,3,3,0,0,0,0,11,0,10,8,2,0,3
S109,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,6,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0,9,0,7,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0
S110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
S111,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
S112,0,0,9,5,5,11,0,6,9,7,3,9,9,14,6,0,0,0,9,0,0,12,0,8,10,7,7,8,7,15,5,0,0,10,0,0,5,0,10,6,10,7,8,7,0,11,0,0,0,12,13,3,8,0,15,0,9,0,4,10,7,10,9,0,10,6,13,0,7,0,6,7,7,8,0,0,13,7,4,0,10,9,7,0,6,0,0,8,0,9,0,10,0,9,5,14,10,0,9,0,6,0,0,0,0,6,0,8,5,13,11,4,12,0,0,8,9,9,0,6,9,6,0,0,0,6,7,0,0,0,5,12,9,0,16,12,7
S113,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,3,0,0,0,0,0,4,0,1,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,12,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,9,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,10,3,0,0,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S114,5,11,11,5,6,1,4,0,0,7,8,0,0,0,5,13,0,7,3,5,10,7,13,10,12,0,0,0,10,11,0,9,8,10,12,6,0,8,11,0,8,14,0,0,10,7,7,8,9,7,0,9,10,10,0,12,0,0,8,0,11,9,0,0,10,0,14,0,11,5,8,11,0,0,0,0,6,8,0,0,0,10,7,9,8,0,0,8,0,0,0,0,0,10,9,9,0,5,13,5,0,9,9,6,5,6,8,0,10,10,0,9,5,6,0,0,0,9,0,0,9,12,0,8,14,8,10,0,15,10,0,0,8,10,10,7,0
S115,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,2,0,0
S116,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,9,7,0,0,0,0,2,0,5,0,8,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,8,0
S117,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,2,7,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,7,0,10,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
S118,0,0,2,0,0,12,0,0,0,0,1,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,5,3,0,0,8,6,10,6,0,0,0,7,9,0,0,8,0,0,0,2,0,0,7,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,3,11,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,7,0,5,0,0,3,4,10,0,0,0,6,5,0,0,0,5,0,0,13,4,0,0,3,7,4,0,0,0,6,7,0,3,0,0,0,0,0,0,0,0,0,3,5,0,6,6,0
S119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0
S120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,3,0,0,2,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0,0
S121,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,7,0,0,0,1,0,0,2,2,0,0,1,0,0,2,2,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,6,0,6,0,0,9,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
S122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,0,0,0,3,0,3,0,0,0,0,0,4,0,0,6,5,3,0,0,3,0,2,9,2,0,0,2,10,0,0,4,6,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,10,9,7,0,0,12,0,0,0,4,0,9,6,5,0,0,0,0,5,1,0,0,11,0,0,0,8,5,0
S123,0,0,0,5,0,0,0,0,2,0,0,0,0,10,0,0,9,0,0,0,7,0,5,0,6,0,7,5,3,3,0,0,0,6,11,0,2,0,11,0,0,8,0,0,0,0,0,0,0,0,7,0,2,0,9,2,0,0,0,9,0,0,0,0,0,2,5,6,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,7,2,0,0,4,0,8,0,8,11,0,0,0,0,6,0,2,0,10,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,7,0,9,0,8,0,0
S124,0,8,6,6,11,11,10,9,0,11,0,0,11,0,0,7,2,0,9,0,0,0,10,0,0,0,5,8,0,11,0,14,0,0,7,0,9,0,17,9,10,8,0,0,0,7,0,8,7,0,0,9,0,15,5,10,0,0,0,5,5,9,0,0,0,7,9,0,11,9,0,0,11,0,5,12,9,12,0,0,12,15,8,0,10,0,5,4,8,0,13,0,13,9,11,10,8,11,11,0,0,10,7,0,6,3,8,9,0,0,0,17,9,0,0,2,0,0,8,3,9,10,10,0,12,11,10,0,6,0,12,9,10,0,0,6,0
S125,0,11,0,9,0,6,6,9,0,0,8,0,5,8,5,5,0,7,0,0,8,0,0,0,0,3,6,11,0,10,7,0,0,11,0,0,0,11,0,5,9,8,8,0,0,0,10,0,0,0,0,0,8,0,0,8,5,5,8,0,5,0,6,0,0,6,0,11,7,0,9,8,9,0,0,8,0,0,0,0,0,0,0,0,6,7,12,12,4,9,0,0,0,0,6,8,6,0,7,0,4,3,8,11,12,5,4,8,9,0,0,0,11,0,10,0,9,11,0,0,0,12,4,0,14,0,14,0,0,0,0,0,0,0,13,0,0
S126,0,10,11,0,0,0,2,11,7,4,0,4,12,0,0,10,0,12,8,0,0,2,0,6,0,7,0,0,8,5,0,0,6,11,10,1,4,0,0,0,0,0,3,0,0,0,5,3,9,9,10,0,3,4,5,6,6,0,0,10,9,0,0,0,6,0,5,0,8,0,0,0,0,0,0,2,10,0,0,1,4,9,0,0,0,7,0,0,0,4,0,6,0,0,13,11,0,0,0,0,10,0,0,0,0,6,8,0,8,13,2,0,0,12,0,0,0,7,0,10,0,8,0,0,6,0,0,0,0,0,7,5,0,5,9,2,0
S127,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,7,0,0,7,5,0,0,6,4,0,0,0,0,0,0,6,4,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8,9,0,13,4,5,0,8,0,0,0,4,0,0,5,0,5,4,6,0,0,2,0,0,0,0,0,6,0,0,0,0,9,0
S128,5,4,12,4,15,0,0,0,11,9,10,9,0,0,0,0,0,6,10,17,7,0,9,7,4,10,7,11,8,9,0,6,0,6,0,0,10,6,0,0,3,9,8,0,0,0,0,5,11,11,6,0,0,0,9,6,5,10,9,5,12,4,0,0,0,10,9,10,0,10,7,11,0,0,10,11,0,10,0,0,9,0,6,0,0,4,0,0,0,9,8,8,9,6,0,12,9,6,8,12,6,12,0,0,7,0,13,0,5,0,0,0,0,0,9,0,5,12,8,0,8,8,0,13,0,12,0,0,11,0,9,11,0,9,5,6,12
S129,0,0,0,0,0,0,0,8,0,0,0,0,5,0,7,0,11,8,0,0,7,0,7,0,0,0,14,7,3,0,11,0,9,4,13,7,0,0,4,0,0,0,6,0,0,0,0,0,0,12,9,0,0,5,17,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,9,0,0,7,0,10,0,0,0,12,0,11,0,0,0,0,14,4,0,9,0,11,0,9,12,0,5,0,14,0,0,0,0,0,0,0,0,7,10,0,0,10,0,0,7,6,0,0,0,0,0,0,0,0,8,9,0
